,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
21282,audi,Audi e-tron GT,silver,22-Apr,2022,95932,350,476,Automatic,Electric,,452 km Reichweite,2310,qu. S tro.*Laser*Pano*Wolfram*Dynamik*B&OP*Assiste
165034,porsche,Porsche 991,black,12-Sep,2012,95911,294,400,Automatic,Petrol,"9,2 l/100 km",#NAME?,93400,"991.1 Carrera 4S Cabriolet PDK, Klappe, Approved"
23122,bentley,Bentley Flying Spur,black,18-Apr,2018,95900,388,528,Automatic,Petrol,"10,9 l/100 km",254 g/km,44500,V8 S
42245,bmw,BMW M3,grey,22-Jun,2022,95900,375,510,Automatic,Petrol,,#NAME?,3990,Competition M xDrive MODEGRAU Sitzbelüftung Vollle
42766,bmw,BMW M850,orange,22-Feb,2022,95900,390,530,Automatic,Petrol,10 l/100 km,230 g/km,13700,i xDrive Coupé Night Vision M Carbon Paket
96877,land-rover,Land Rover Defender,green,23-Mar,2023,95900,147,200,Automatic,Diesel,"7,6 l/100 km",226 g/km,9950,90 D200 X-Dynamic SE *Luftf.*AHK*BlackP
97725,maserati,Maserati Levante,black,22-Jun,2022,95900,257,349,Automatic,Petrol,,#NAME?,19643,"Modena 350 MY22/20""/Fahrassist+/900W"
115691,mercedes-benz,Mercedes-Benz CLS 63 AMG,grey,15-Apr,2015,95900,430,585,Automatic,Petrol,"10,3 l/100 km",239 g/km,16500,GORILLA PERFORMANCE KW S-DACH CARBON
128036,mercedes-benz,Mercedes-Benz C 63 AMG,black,22-Feb,2022,95900,375,510,Automatic,Petrol,"10,8 l/100 km",248 g/km,3000,C 63 S Coupé Night/Perf.Sitze/Carbon/AeroP/Pano
164993,porsche,Porsche 997,white,11-Aug,2011,95900,300,408,Automatic,Petrol,"10,7 l/100 km",251 g/km,71900,Carrera 4 GTS Cabrio MwSt. ausweisbar
165827,porsche,Porsche Carrera GT,grey,16-Aug,2016,95900,272,370,Automatic,Petrol,10 l/100 km,#NAME?,18800,Carrera   911 CABRIO 3.0L *VOLLE AUSSTATTUNG
166483,porsche,Porsche Panamera,black,17-May,2017,95900,310,421,Automatic,Diesel,"6,8 l/100 km",178 g/km,76000,4S Diesel Rückfahrkamera Ambiente Beleuchtung Keyl
167360,porsche,Porsche Cayenne,grey,19-Dec,2019,95900,340,462,Automatic,Hybrid,"3,1 l/100 km",72 g/km,62442,E-Hybrid Coupe 21-Zoll/Luftfederung/LED-Matrix/BOS
167374,porsche,Porsche Panamera,grey,19-Nov,2019,95900,338,460,Automatic,Petrol,12 l/100 km,273 g/km,51700,GTS | 21-Zoll  SportDesign
167383,porsche,Porsche Panamera,grey,19-May,2019,95900,338,460,Automatic,Petrol,"10,6 l/100 km",242 g/km,47000,GTS Sport Turismo HUD PANO STANDHEIZUNG SPUR SOFT
167687,porsche,Porsche Cayenne,grey,20-Mar,2020,95900,324,441,Automatic,Petrol,"9,2 l/100 km",211 g/km,27300,S Head-Up InnoDrive Luftfederung 21-Zoll
168411,porsche,Porsche Macan,black,23-May,2023,95900,280,381,Automatic,Petrol,"9,9 l/100 km",224 g/km,30,"S 14Wege 21""RS-Spy Luft E&D Pano Kamera"
165898,porsche,Porsche 991,black,16-Jan,2016,95899,272,370,Automatic,Petrol,"7,7 l/100 km",177 g/km,39000,.2 911 Carrera 4 Sport-Chrono Paket*Sport-AGA
13246,audi,Audi RS6,grey,17-Apr,2017,95890,445,605,Automatic,Petrol,"9,6 l/100 km",223 g/km,43532,4.0 TFSI performance Keramik* Pano* B&O* 21
128800,mercedes-benz,Mercedes-Benz GLE 400,green,23-May,2023,95890,243,330,Automatic,Diesel,"8,3 l/100 km",216 g/km,8000,d 4MATIC AMG Night MBUX Panorama 360°K.
128851,mercedes-benz,Mercedes-Benz V 300,red,23-Jun,2023,95890,174,237,Automatic,Diesel,"8,3 l/100 km",218 g/km,16000,d Avantgarde Edition lang 4M AMG Night MBUX
245227,volkswagen,Volkswagen,beige,23-Feb,2023,95890,130,177,Automatic,Diesel,,-/-,800,"Grand California 680 2,0TDI"
42415,bmw,BMW X5 M,black,22-Nov,2022,95889,390,530,Automatic,Petrol,"10,8 l/100 km",249 g/km,990,AHK ACC+ 360°Cam 21Zoll SkyLounge
21777,audi,Audi RS4,blue,23-May,2023,95888,331,450,Automatic,Petrol,"9,6 l/100 km",217 g/km,1039,AVANT RS ESSENTIALS/RS-SITZE/RS-AGA/HuD/280
21779,audi,Audi RS4,blue,23-May,2023,95888,331,450,Automatic,Petrol,"9,6 l/100 km",217 g/km,1041,AVANT RS ESSENTIALS/RS-SITZE/RS-AGA/HuD/280
95512,land-rover,Land Rover Range Rover Sport,black,19-Dec,2019,95885,423,575,Automatic,Petrol,"12,7 l/100 km",290 g/km,79659,SVR HUD Pano
20849,audi,Audi Q7,grey,22-Mar,2022,95880,250,340,Automatic,Petrol,"8,7 l/100 km",200 g/km,15767,S line 55 TFSI quattro triptronic HUD AHK
22180,audi,Audi RS4,grey,23-Mar,2023,95880,331,450,Automatic,Petrol,10 l/100 km,227 g/km,5900,RS 4 Avant tiptronic Neupreis 116.625.-€
43097,bmw,BMW X5,black,23-Mar,2023,95880,250,340,Automatic,Diesel,"6,9 l/100 km",180 g/km,6497,40d xDrive M Sport*LASER*PANO*H&K*AHK*SOFT*22
43123,bmw,BMW X5,black,23-Mar,2023,95880,250,340,Automatic,Diesel,"6,9 l/100 km",180 g/km,6347,40d xDrive M Sport*LASER*PANO*H&K*AHK*SOFT*22
94302,land-rover,Land Rover Defender,grey,16-May,2016,95880,90,122,Manual,Diesel,,#NAME?,75500,110 TD4 2.2  Station Wagon md4-Classic
119168,mercedes-benz,Mercedes-Benz G 63 AMG,blue,17-Aug,2017,95880,420,571,Automatic,Petrol,"13,8 l/100 km",322 g/km,83271,"G-TRONIC Avantgarde Navi, PDC, el. Sitze, Telefon"
21244,audi,Audi RS4,black,22-Dec,2022,95870,331,450,Automatic,Petrol,"9,7 l/100 km",218 g/km,8975,+TFSI+quattro+B&O+HUD+Dynamik u DesignPaket+
166708,porsche,Porsche Panamera,blue,18-Jul,2018,95850,404,549,Automatic,Petrol,"9,4 l/100 km",215 g/km,44850,Sport Turismo Turbo/SPORT-CHR/STH/PANO/BOS/VOLL/
168025,porsche,Porsche Cayenne,blue,22-Jan,2022,95850,340,462,Automatic,Hybrid,"2,6 l/100 km",60 g/km,33400,E-Hybrid Coupe Luft AHK LED 21Zoll 360Grad
42787,bmw,BMW M3,blue,23-Feb,2023,95800,375,510,Automatic,Petrol,"9,9 l/100 km",229 g/km,8900,Competition M xDrive Touring Aut.
97622,maserati,Maserati Ghibli,grey,21-Oct,2021,95800,316,430,Automatic,Petrol,"11,4 l/100 km",261 g/km,7566,Modena S V6 BT 430HP AWD MY22
166604,porsche,Porsche 911,white,17-Jul,2017,95800,309,420,Automatic,Petrol,"7,7 l/100 km",174 g/km,29999,Carrera S PDK 991.2 FACELIFT/APPROVED/LED/BOSE
168425,porsche,Porsche Taycan,black,23-May,2023,95790,350,476,Automatic,Electric,,492 km Reichweite,9999,Sport Turismo Verkehrszeichenerk. ACC
74077,ford,Ford Bronco,grey,22-Jan,2022,95750,243,330,Automatic,Petrol,"13,8 l/100 km",307 g/km,1500,Outer Banks 4-Door Advanced 4X4
167432,porsche,Porsche Panamera,black,19-Aug,2019,95740,338,460,Automatic,Petrol,"10,3 l/100 km",235 g/km,34100,"GTS BOSE AHK PDLS+ KAMERA 21""ALU"
128801,mercedes-benz,Mercedes-Benz GLE 350,green,23-Apr,2023,95720,143,194,Automatic,Diesel Hybrid,,87 km Reichweite,14500,"de 4M AMG/Wide/ILS/Pano/AHK/Burm/360/21"""
117737,mercedes-benz,Mercedes-Benz G 63 AMG,grey,16-Feb,2016,95711,523,711,Automatic,Petrol,"13,8 l/100 km",322 g/km,77051,SPEEDSHIFT 7G-T Navi*Leder*Xenon*Carbon*RearSeat*
97037,land-rover,Land Rover Range Rover Velar,black,23-Jan,2023,95690,297,404,Automatic,Hybrid,"2,3 l/100 km",53 g/km,10,P400e AWD S
85737,jaguar,Jaguar E-Pace,black,22-Jul,2022,95650,150,204,Automatic,Diesel,"5,4 l/100 km",144 g/km,5526,E-PACE D200 AWD Automatikgetriebe R-Dynamic SE
43562,chevrolet,Chevrolet Camaro,red,22-Jan,2022,95590,478,650,Automatic,Petrol,12 l/100 km,316 g/km,4333,ZL1 Sportpaket*RFK*HUD*LED*Xenon
120181,mercedes-benz,Mercedes-Benz S 560,black,17-Oct,2017,95590,345,469,Automatic,Petrol,"9,3 l/100 km",209 g/km,119000,Maybach 4Matic PräsidentenAusstattung-TV-
127155,mercedes-benz,Mercedes-Benz GLS 350,black,21-Jul,2021,95590,210,286,Automatic,Diesel,"7,1 l/100 km",187 g/km,53000,GLS350d 4M°AHK°Standhz°Pano°Multik.Sitze°Burmester
245666,volkswagen,Volkswagen T6 California,grey,23-Apr,2023,95570,150,204,Automatic,Diesel,"7,1 l/100 km",188 g/km,10,California Ocean Edition TDI 4MOTION
128911,mercedes-benz,Mercedes-Benz CLS 450,black,23-Apr,2023,95560,270,367,Automatic,Petrol,"8,1 l/100 km",178 g/km,14500,4M AMG Line Standhz. Abstandstemp. LE
97713,maserati,Maserati Ghibli,grey,22-Mar,2022,95555,316,430,Automatic,Petrol,"11,8 l/100 km",268 g/km,12069,Modena S Q4
97719,maserati,Maserati Ghibli,black,22-Feb,2022,95555,316,430,Automatic,Petrol,"11,8 l/100 km",268 g/km,28939,Modena S Q4 *Carbon-Applikationen*
41349,bmw,BMW M4,yellow,21-Oct,2021,95500,375,510,Automatic,Petrol,,#NAME?,26000,Baureihe M4 Coupe Competition
119252,mercedes-benz,Mercedes-Benz S 500,blue,17-Jul,2017,95500,335,455,Automatic,Petrol,"8,5 l/100 km",199 g/km,65100,DESIGNO + Exklusiv Paket • MB-Garantie
167796,porsche,Porsche Cayman,white,20-Oct,2020,95500,294,400,Manual,Petrol,"10,8 l/100 km",246 g/km,14772,718 GTS 4.0 I Sportabgasanlage I Sportsitze I
129138,mercedes-benz,Mercedes-Benz GLE 400,silver,23-Jan,2023,95490,243,330,Automatic,Diesel,"7,5 l/100 km",199 g/km,14000,"d 4M AMG+NIGHT+PANO+360+AHK+MULTIBEAM+21"""
129139,mercedes-benz,Mercedes-Benz GLE 400,silver,23-Jan,2023,95490,243,330,Automatic,Diesel,"7,5 l/100 km",199 g/km,14000,"d 4M AMG+NIGHT+PANO+360+AHK+MULTIBEAM+21"""
96718,land-rover,Land Rover Defender,brown,23-May,2023,95480,221,300,Automatic,Diesel,"7,7 l/100 km",204 g/km,4900,90 X-Dynamic SE D300 Luftfederung elektr. AHK Wint
166734,porsche,Porsche Cayenne,brown,18-May,2018,95400,404,549,Automatic,Petrol,"11,7 l/100 km",267 g/km,36057,Turbo Tiptronic S SHZ PANO BILED
96733,land-rover,Land Rover Defender,bronze,23-Mar,2023,95200,221,300,Automatic,Diesel,"7,6 l/100 km",199 g/km,3000,3.0 D300 MHEV X-Dyn.HSE 90 ab 09/23
128694,mercedes-benz,Mercedes-Benz V 300,grey,23-Jan,2023,95141,174,237,Automatic,Diesel,"8,4 l/100 km",221 g/km,4500,"D Avantgarde Edition lang 4Matic+AHK+2,5t"
116966,mercedes-benz,Mercedes-Benz Vito,white,15-Oct,2015,95081,120,163,Manual,Diesel,"5,7 l/100 km",149 g/km,21285,"116 CDI IGLHAUT Allrad 17"" ALU TOP-AIR"
117258,mercedes-benz,Mercedes-Benz Vito,white,15-Oct,2015,95081,120,163,Manual,Diesel,"5,7 l/100 km",149 g/km,21285,"116 CDI IGLHAUT Allrad 17"" ALU TOP-AIR"
22881,bentley,Bentley Azure,silver,Jul-98,1998,95000,286,389,Automatic,Petrol,"18,7 l/100 km",425 g/km,27228,Azure *1OF10*CALIFORNIA EDITION*MULLINER*CABRIO
38853,bmw,BMW M4,blue,19-Feb,2019,95000,338,460,Automatic,Petrol,"8,4 l/100 km",197 g/km,4378,CS ° voll ° ceramic ° Frozen Blue
40740,bmw,BMW M2,silver,20-Aug,2020,95000,331,450,Automatic,Petrol,,#NAME?,57,BMW M2 CS Limited 450PS DAB Alcantara Winterreifen
52057,ferrari,Ferrari 575,silver,5-Jan,2005,95000,379,515,Automatic,Unknown,,#NAME?,41000,575 F1 Maranello
96976,land-rover,Land Rover Discovery,black,23-May,2023,95000,221,300,Automatic,Diesel,"7,3 l/100 km",198 g/km,2500,D300 MHEV AWD R-DYNAMIC SE Automatik
117185,mercedes-benz,Mercedes-Benz G 500,white,15-Jul,2015,95000,285,387,Automatic,Petrol,"14,9 l/100 km",#NAME?,50000,G 500 7G-TRONIC Edition 35
164602,porsche,Porsche 996,black,5-Feb,2005,95000,309,420,Manual,Petrol,"12,9 l/100 km",309 g/km,46000,Turbo Cabriolet TOPZUSTAND DEUTSCH 1.Lack
165255,porsche,Porsche 991,grey,14-Mar,2014,95000,294,400,Automatic,Petrol,"9,9 l/100 km",235 g/km,76921,911 Carrera 4S PDK Sport Chrono Bose Navi SH PDC
165754,porsche,Porsche 911,white,15-Jul,2015,95000,257,349,Automatic,Petrol,"8,6 l/100 km",#NAME?,26000,911 Carrera 4 PDK
166358,porsche,Porsche 991,black,17-Oct,2017,95000,272,370,Automatic,Petrol,"7,4 l/100 km",169 g/km,23000,".2, 911 Carrera, Sport-Abgas, BOSE, PASM, Servo+"
166554,porsche,Porsche Panamera,silver,17-Jan,2017,95000,404,549,Automatic,Petrol,"9,3 l/100 km",#NAME?,23000,Panamera Turbo
166770,porsche,Porsche Cayenne,grey,18-Aug,2018,95000,404,549,Automatic,Petrol,"11,7 l/100 km",267 g/km,44600,Turbo
167516,porsche,Porsche Macan,black,19-Oct,2019,95000,324,441,Automatic,Petrol,"9,8 l/100 km",#NAME?,8650,Turbo
211247,toyota,Toyota Land Cruiser,black,22-Aug,2022,95000,222,302,Automatic,Diesel,"9,5 l/100 km",250 g/km,10,300 COMFORT+ TwinTURBO+NEU+7SEATS+VOLL+T1
42259,bmw,BMW M3,grey,22-Jul,2022,94999,375,510,Automatic,Petrol,,#NAME?,25000,xDrive Competition*CARBON-SCHALENSITZE*VOLL*
96817,land-rover,Land Rover Defender,grey,23-Mar,2023,94999,221,300,Automatic,Diesel,"9,3 l/100 km",245 g/km,9900,110 D300 X-Dynamic HSE Standheizung Mer
96952,land-rover,Land Rover Discovery,black,23-May,2023,94999,221,300,Automatic,Diesel,"8,8 l/100 km",230 g/km,4900,D300 R-DYNAMIC HSE Panoramadach Head U
165747,porsche,Porsche 991,white,15-Oct,2015,94999,272,370,Automatic,Petrol,"8,5 l/100 km",195 g/km,80000,911-991.2  Carrera Cabriolet-SPORT CHRONO PLUS-
168427,porsche,Porsche Taycan,black,23-Jan,2023,94999,350,476,Automatic,Electric,,0 g/km,7500,"Cross Turismo 4 *Pano*5 Sitzer*20""Alu*360"
245555,volkswagen,Volkswagen Touareg,grey,23-Feb,2023,94999,210,286,Automatic,Diesel,"8,4 l/100 km",221 g/km,7688,3.0 TDI 4MOTION Tiptronic R-Line NAVI
96632,land-rover,Land Rover Defender,black,22-Aug,2022,94995,221,300,Automatic,Diesel,"8,9 l/100 km",234 g/km,10000,110 D300 X-Dynamic SE
123794,mercedes-benz,Mercedes-Benz AMG GT,grey,19-Sep,2019,94995,270,367,Automatic,Petrol,"9,1 l/100 km",209 g/km,71850,"43 AMG 4MATIC AERO-V8 STYLING-Pano-21""LM"
166593,porsche,Porsche Panamera,white,17-Apr,2017,94995,310,421,Automatic,Diesel,"6,7 l/100 km",176 g/km,37993,"4S Diesel *Pano-Luft-Chrono-STHZ-21""LM*"
753,alfa-romeo,Alfa Romeo Stelvio,grey,19-Dec,2019,94990,375,510,Automatic,Petrol,"9,8 l/100 km",227 g/km,32769,Quadrifoglio Q4 2.9 V6 Bi-turbo NRING 10/108 +Alca
9792,audi,Audi R8,blue,15-Feb,2015,94990,386,525,Automatic,Petrol,"13,7 l/100 km",327 g/km,55896,Coupe 5.2 FSI Quattro B&O/SPORT-ABGAS/L.S-Hef
41071,bmw,BMW 330,white,20-Mar,2020,94990,215,292,Automatic,Hybrid,"1,9 l/100 km",43 g/km,49000,e LASER+ACC+RFK+HiFi+KOMFZ+SHZ+LC PROF
96943,land-rover,Land Rover Defender,black,23-Jun,2023,94990,221,300,Automatic,Diesel,"9,4 l/100 km",246 g/km,900,110 D300 X-Dynamic SE/Standhz/MatrixLED
111304,mercedes-benz,Mercedes-Benz G 280,white,11-Mar,2011,94990,135,184,Automatic,Diesel,"11,4 l/100 km",302 g/km,59000,G -Modell*NATO*MILITARY*WHITE PERL*TOP*
125390,mercedes-benz,Mercedes-Benz GLE 53 AMG,blue,20-Mar,2020,94990,320,435,Automatic,Petrol,"9,3 l/100 km",212 g/km,45000,4M+ NIGHT+HEADUP+LENKHEIZ+BURMESTER+
165092,porsche,Porsche 911,black,12-Jan,2012,94990,254,345,Automatic,Petrol,10 l/100 km,233 g/km,34500,977 Black Edition Nr. 1879/1911
166870,porsche,Porsche Panamera,grey,18-Feb,2018,94990,500,680,Automatic,Hybrid,"2,9 l/100 km",66 g/km,92000,Turbo S E-Hybrid Executive*VOLL*Chrono*
242334,volkswagen,Volkswagen Crafter,green,21-Apr,2021,94990,130,177,Automatic,Diesel,"7,1 l/100 km",188 g/km,6500,Camper DSG+WIE-CALIFORNIA+KÜCHE+TOILETTE+BETT 2.0
96403,land-rover,Land Rover Defender,grey,22-Jul,2022,94987,183,249,Automatic,Diesel,"7,8 l/100 km",205 g/km,15939,110 D250 X-Dynamic SE 22'' AHK
1541,aston-martin,Aston Martin DB9,white,14-May,2014,94980,380,517,Automatic,Petrol,"14,3 l/100 km",333 g/km,57133,"6.0 Coupe *Carbon White,AM SH-gepfl.,Tempo*"
22172,audi,Audi Q7,grey,23-May,2023,94980,210,286,Automatic,Diesel,8 l/100 km,"210,4 g/km",1000,S line 50 TDI S-Line Competition Adaptive AIR Matr
42146,bmw,BMW M850,brown,22-Oct,2022,94980,390,530,Automatic,Petrol,,#NAME?,7284,i xDrive M-PERFORMANCE+LASER+360°+20-ZOLL+
97393,maserati,Maserati GranTurismo,blue,18-Jun,2018,94980,338,460,Automatic,Petrol,"14,3 l/100 km",331 g/km,14452,V8 Sport Automatik*H&K*KAMERA*DAB*
97678,maserati,Maserati Grecale,blue,22-Dec,2022,94980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,22187,Modena Pano*Sonos*Luft*360°*ACC*Matrix
97739,maserati,Maserati Grecale,black,22-Dec,2022,94980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,8524,Modena Pano*Sonos*Luft*360°*ACC*Matrix
97740,maserati,Maserati Grecale,black,22-Dec,2022,94980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,11838,Modena Pano*Sonos*Luft*360°*ACC*Matrix
97741,maserati,Maserati Grecale,black,22-Dec,2022,94980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,16428,Modena Pano*Sonos*Luft*360°*ACC*Matrix
97746,maserati,Maserati Grecale,black,22-Dec,2022,94980,243,330,Automatic,Petrol,"9,2 l/100 km",199 g/km,18771,Modena Pano*Sonos*Luft*360°*ACC*Matrix
120055,mercedes-benz,Mercedes-Benz S 600,black,17-Jun,2017,94980,390,530,Automatic,Petrol,"11,5 l/100 km",268 g/km,37500,L | AMG-Line | Maybach | Burmester | D-Fzg
126511,mercedes-benz,Mercedes-Benz S 63 AMG,white,20-Jun,2020,94970,450,612,Automatic,Petrol,"11,1 l/100 km",254 g/km,104785,L 4M designo Driversp 360° Airmat Pano 9G
41889,bmw,BMW X5 M,white,21-Jul,2021,94950,459,624,Automatic,Petrol,,#NAME?,46517,/LASER/360°/B&W/APPLE/SHZ/SBL/MASSAGE/R21
96533,land-rover,Land Rover Defender,black,22-Jul,2022,94950,183,249,Automatic,Diesel,"7,7 l/100 km",204 g/km,1370,90 D250 X-Dynamic SE Winde Leiter etc.
118167,mercedes-benz,Mercedes-Benz G 350,black,16-Sep,2016,94950,180,245,Automatic,Diesel,"9,9 l/100 km",261 g/km,55000,G 350 AMG 1HAND - UNFALLFREI - SCHECKHEFT - TOP
128564,mercedes-benz,Mercedes-Benz V 300,blue,23-May,2023,94950,174,237,Automatic,Diesel,"6,5 l/100 km",172 g/km,100,AVANTG.EDITI I AMG I 4MATIC I BURMEST. I L
22536,audi,Audi A6,silver,23-May,2023,94937,210,286,Automatic,Diesel,"6,5 l/100 km",169 g/km,18,design 50 TDI quattro tiptronic
165314,porsche,Porsche 911,black,14-Jun,2014,94911,294,400,Automatic,Petrol,10 l/100 km,237 g/km,128966,Carrera 4S Cabrio 50 Jahre Porsche Scheckh
1466,aston-martin,Aston Martin Vanquish,grey,6-Jan,2006,94900,388,528,Manual,Petrol,"18,9 l/100 km",448 g/km,28000,S / DE / Sammler /
39124,bmw,BMW i8,grey,19-Jan,2019,94900,275,374,Automatic,Hybrid,"2,1 l/100 km",46 g/km,24661,Roadster/1.Hand/HeadUp/Harman/SurrV/Navi/LED
41601,bmw,BMW M4,red,21-Feb,2021,94900,375,510,Automatic,Petrol,"10,2 l/100 km",234 g/km,8500,Competition Performance Indiv. Carbon NP130T
42252,bmw,BMW M850,grey,22-Aug,2022,94900,390,530,Automatic,Petrol,- (l/100 km),0 g/km,8500,xDr.CabrioFaceliftDriveProf.20ZollSitzlüf.
42550,bmw,BMW X6,black,22-Dec,2022,94900,210,286,Automatic,Diesel,,#NAME?,6300,xDrive30d M SPORTPAKET-LUFTF-PANO-SILVERSTONE-MY23
42637,bmw,BMW iX,white,22-Jun,2022,94900,385,523,Automatic,Electric,678 km (Ort),592 km Reichweite,26626,xDrive50 22 Zoll*Harman Kardon*360 Kamera*Luftfede
42789,bmw,BMW M3,blue,23-May,2023,94900,375,510,Automatic,Petrol,"10,2 l/100 km",234 g/km,384,Lim. Competition H&K/CARBON/HUD/360KAM
52119,ferrari,Ferrari California,white,9-Nov,2009,94900,338,460,Automatic,Petrol,"13,1 l/100 km",299 g/km,51000,F1
94758,land-rover,Land Rover Discovery,grey,18-Jan,2018,94900,132,179,Automatic,Diesel,"5,3 l/100 km",139 g/km,134078,"Sport TD4 HSE *Alu""19*AHK*Xenon*Kamera"
94992,land-rover,Land Rover Range Rover Sport,black,18-Nov,2018,94900,423,575,Automatic,Petrol,"12,7 l/100 km",290 g/km,83700,P575 5.0 V8 SVR
95157,land-rover,Land Rover Range Rover Sport,grey,19-Nov,2019,94900,221,300,Automatic,Petrol,"9,6 l/100 km",0 g/km,20289,2.0 Si4 HSE SVR Panoramadak Luchtvering SVR Panora
97703,maserati,Maserati Ghibli,grey,22-Sep,2022,94900,316,430,Automatic,Petrol,"9,6 l/100 km",228 g/km,15000,"Modena, Allrad, Sitzlüftung, 20 Zoll, LED"
114633,mercedes-benz,Mercedes-Benz G 63 AMG,black,14-Jan,2014,94900,400,544,Automatic,Petrol,"13,8 l/100 km",322 g/km,106922,Schuifdak Stoelventilatie Camera 544PK Schuifdak S
116176,mercedes-benz,Mercedes-Benz S 63 AMG,black,15-Nov,2015,94900,515,700,Automatic,Petrol,"10,3 l/100 km",242 g/km,89000,S63 AMG Coupe 4Matic|Showcar|Mansory|Voll|Carbon
125049,mercedes-benz,Mercedes-Benz GLC 63 AMG,white,19-Sep,2019,94900,350,476,Automatic,Petrol,"12,1 l/100 km",#NAME?,45000,Coupe 4Matic+ Speedshift MCT 9G
127871,mercedes-benz,Mercedes-Benz GLE 400,green,22-Jul,2022,94900,243,330,Automatic,Diesel,"8,3 l/100 km",219 g/km,20950,"d 4M AMG 22"" Pano Stndhzg Multibeam AR AMG Line"
166242,porsche,Porsche Panamera,grey,17-Sep,2017,94900,404,549,Automatic,Petrol,"9,3 l/100 km",212 g/km,38500,Turbo*Soft Close*Matrix*PDK*Bose*
166403,porsche,Porsche Panamera,black,17-Aug,2017,94900,404,549,Automatic,Petrol,"9,3 l/100 km",212 g/km,77500,Turbo Sp.Dsgn|360°|MATRIX|18WEGE|PANO
167252,porsche,Porsche Cayenne,blue,19-Apr,2019,94900,404,549,Automatic,Petrol,"11,3 l/100 km",258 g/km,39000,Turbo 1.Hand+Pano+PDCC+Matrix+SportChrono
167312,porsche,Porsche Cayenne,grey,19-Oct,2019,94900,324,441,Automatic,Petrol,"9,4 l/100 km",215 g/km,81990,S
167382,porsche,Porsche Cayenne,grey,19-Oct,2019,94900,250,340,Automatic,Hybrid,"3,1 l/100 km",72 g/km,68500,Coupé E-Hybrid *Volleder *21-Zoll Turbo
167613,porsche,Porsche Cayenne,white,19-May,2019,94900,250,340,Automatic,Petrol,"9,4 l/100 km",215 g/km,28126,Coupe/22''/LED/BOSE/SPORTABGASANLAGE/SITZHEIZUNG
167752,porsche,Porsche Panamera,black,20-Oct,2020,94900,340,462,Automatic,Hybrid,,0 g/km,55400,4 E-Hybrid Edition 10 Jahre SHZ Spurh.
167763,porsche,Porsche Panamera,black,20-Jan,2020,94900,338,460,Automatic,Petrol,12 l/100 km,237 g/km,92800,GTS SPORTDESIGN-PAKET/HINTERACHSLENKUNG/SP-CHRONO
168277,porsche,Porsche Taycan,black,22-Feb,2022,94900,350,476,Automatic,Electric,,360 km Reichweite,8900,4 Cross Turismo | Komfortzugang |
95310,land-rover,Land Rover Range Rover,grey,19-Nov,2019,94899,416,566,Automatic,Petrol,"13,1 l/100 km",298 g/km,117284,SV Autobio. Dyn *22'*HuD*Entertain.
165441,porsche,Porsche 991,white,14-Nov,2014,94899,294,400,Automatic,Petrol,"9,9 l/100 km",235 g/km,57166,Carrera 4S PDK Sport-Chrono BOSE PCM Panora.
21197,audi,Audi e-tron,black,22-Sep,2022,94890,370,503,Automatic,Electric,,350 km Reichweite,7500,S *MATRIX*LEDER*VIRTUAL*PANO*LUFT*NAVI*
42419,bmw,BMW M4,black,22-Jan,2022,94890,375,510,Automatic,Petrol,"9,8 l/100 km",223 g/km,16137,Competition M Carbon Schalensitze* Laser* 20
68762,ford,Ford,blue,19-Mar,2019,94890,336,457,Automatic,Petrol,"13,1 l/100 km",274 g/km,36826,F 150 3.5 V6 Ecoboost 4x4* Navi* Pano*
68894,ford,Ford F 150,blue,19-Mar,2019,94890,336,457,Automatic,Petrol,"13,1 l/100 km",274 g/km,36826,Raptor 3.5 V6 Ecoboost 4x4* Navi* Pano*
85263,jaguar,Jaguar F-Type,grey,20-Mar,2020,94890,405,551,Automatic,Petrol,"10,9 l/100 km",249 g/km,23000,Cabriolet R AWD DAB+ Ambiente Klima-Paket
85851,jaguar,Jaguar F-Type,black,23-Jan,2023,94890,331,450,Automatic,Petrol,"11,2 l/100 km",256 g/km,1662,Cabriolet P450 AWD Aut. R-Dynamic
95200,land-rover,Land Rover Range Rover,grey,19-Jun,2019,94890,250,340,Automatic,Diesel,,#NAME?,66622,4.4 SDV8 Autobiography 1.Hand
164759,porsche,Porsche 997,black,8-Jan,2008,94890,353,480,Automatic,Petrol,,#NAME?,54453,911/997 Turbo *BOSE*SportChronoPlus*Schiebedach*
168378,porsche,Porsche Taycan,green,23-May,2023,94890,350,476,Automatic,Electric,,0 g/km,19900,Performancebatterie+ Panoramadach LED
241375,volkswagen,Volkswagen Touareg,silver,20-Mar,2020,94890,310,421,Automatic,Diesel,"7,4 l/100 km",195 g/km,49100,"R-L*4Motion*Pano*Luft*23""*Headup*360°Kam*"
93587,lamborghini,Lamborghini Gallardo,red,6-Aug,2006,94888,368,500,Automatic,Petrol,,#NAME?,78000,5.0 E-GEAR / PRIOR DESIGN / AKRAPOVIC
